age,balance,day,campaign,pdays,previous,y
-22.219383,-19.314983,-7.946352,-9.224951,-13.199639,-3.428669,0
-3196.562931,1871.690179,-15.819052,-24.327323,-6162.517854,-1.714335,0
-228.461210,103.440975,-6.474802,-7.775880,-412.639601,-2.571502,1
-120.814815,9.594661,-13.317426,-21.163918,-178.632928,-0.857167,0
-17.215954,-26.987880,-14.273938,-21.755821,0.515038,-1.714335,0
-2582.693661,1506.340210,-2.354498,-0.918542,-4973.626808,-2.571502,0
-303.511403,120.536479,-12.581695,-16.939456,-534.357358,-3.428669,0
-362.384180,150.077645,-8.242688,-16.046695,-797.051696,-1.887243,0
-690.610534,368.295337,-12.287350,-19.449584,-1298.950590,-0.857167,0
-400.635990,206.894021,-4.046740,-5.734907,-746.934848,-0.857167,0
418.445119,-289.926095,-9.049993,-12.061717,847.396331,-2.571502,0
-418.515547,207.137442,-21.705340,-23.123751,-772.649867,-11.143175,0
-474.140981,219.561173,-17.584947,-23.266266,-862.652434,-5.143004,0
-0.028921,-46.647958,0.732657,-2.773492,-14.421066,-2.402282,0
-89.912090,26.025433,-9.712159,-15.163747,-148.632072,-0.857167,1
-5404.226171,3193.521546,-11.625183,-16.347553,-10444.925688,-2.571502,0
-250.093338,109.439069,-12.581695,-16.939456,-448.640627,-3.428669,0
-18.761068,-29.559382,-12.581695,-16.939456,0.515038,-3.428669,0
-20.011926,-27.641158,-8.167045,-12.592245,-2.913631,-0.857167,0
-4912.876728,2911.121983,-6.328669,-10.196953,-9657.247954,-2.229373,0
-20.306183,-32.130884,-15.304014,-23.470156,0.515038,-1.714335,0
-2576.439288,1489.749235,-10.595107,-14.633219,-4950.483291,-2.571502,0
-43.336208,-33.459282,-7.136969,-10.877911,-31.200152,-0.857167,0
-292.915943,107.170285,-7.578443,-10.612646,-507.785171,-1.714335,0
-524.027872,277.535443,-10.742235,-16.878082,-983.513023,-0.857167,0
-1591.879334,913.332166,-1.471550,-1.449070,-3051.857720,-0.857167,0
-50.179184,-18.847907,-10.889452,-12.123091,-53.486502,-5.143004,0
-136.119446,35.123479,-12.949604,-15.551761,-222.348460,-5.143004,0
-1016.859846,578.325301,-5.076816,-7.449241,-1944.397567,-0.857167,0
-492.903750,241.334682,-4.414650,-4.347211,-908.082301,-2.571502,0
82.483471,-81.060171,-14.273938,-21.755821,189.091844,-1.714335,0
-43.483513,-21.704439,-10.963016,-13.245523,-41.486160,-4.285837,0
-47.238251,-11.281931,1.023841,-5.281719,-59.659582,-5.661730,1
-1840.060995,1047.288519,-4.488214,-5.469643,-3520.728233,-1.714335,1
-236.848948,87.481436,-15.304014,-23.470156,-410.925266,-1.714335,0
-2232.751893,1279.741115,-11.919528,-13.837426,-4280.178462,-5.143004,0
-28.031754,-44.988393,-9.932940,-11.531188,0.515038,-4.285837,0
-1650.006570,936.592199,-8.093481,-11.469814,-3154.717796,-1.714335,0
283.501530,-227.509941,-16.334090,-25.184491,601.389316,-1.714335,1
-214.775522,95.217785,-14.862540,-23.735420,-386.067415,-0.857167,0
113.386902,-120.628227,-12.287350,-19.449584,267.094069,-0.857167,1
-282.100144,125.170798,-22.956285,-14.205674,-507.785171,-20.572015,1
-352.294566,174.347662,-6.842712,-6.388185,-650.074943,-4.285837,1
-2037.105173,1142.351937,-9.712159,-15.163747,-3883.310001,-0.857167,0
-707.658933,349.373214,2.275693,-2.534008,-1674.014991,-4.289525,0
-181.885328,43.956260,-11.772311,-18.592416,-295.207681,-0.857167,0
-586.937844,311.835668,-8.093481,-11.469814,-1102.659278,-1.714335,0
-185.417118,46.078374,-13.758899,-20.898654,-302.065019,-1.714335,0
-120.078996,6.819270,-12.728823,-19.184319,-175.204259,-1.714335,0
-329.264100,140.676794,-9.197121,-14.306580,-588.358898,-0.857167,1
-526.676627,272.127175,-6.327674,-5.531017,-982.655856,-4.285837,0
-1910.917760,1107.363059,-5.076816,-7.449241,-3673.304013,-0.857167,0
-287.397829,128.353969,-10.153633,-14.898483,-518.071179,-1.714335,0
-3674.929581,2150.955426,-5.445809,-3.727628,-7410.505943,-6.515209,0
-275.845682,101.579970,-15.304014,-23.470156,-478.641483,-1.714335,0
-23.764321,-35.886192,-16.775564,-24.919226,-1.199297,-2.571502,0
-23.764321,-35.886192,-11.183709,-16.612818,-1.199297,-1.714335,0
-283.004553,140.880456,-13.760978,-23.230672,-697.285537,-3.601578,1
-597.606868,324.079431,-11.698747,-17.469985,-1128.374297,-1.714335,0
-104.774718,9.289866,-2.501626,-3.163405,-155.489411,-0.857167,0
-148.333407,30.796033,-11.404490,-12.980259,-236.063137,-5.143004,0
-1209.148314,685.697435,-2.356576,-3.250560,-2631.110295,-4.458745,1
-483.853845,260.396253,-16.407654,-26.306922,-911.510970,-0.857167,0
-811.059228,434.835047,-15.156973,-14.225440,-1527.814259,-9.428840,0
9.787600,-49.046419,-1.471550,-1.449070,57.945247,-0.857167,0
-110.660830,-3.506269,-16.701999,-23.796795,-152.917909,-3.428669,0
-548.163793,285.037967,-1.766890,-3.604879,-1028.258632,-1.372205,1
-119.416918,16.921153,-5.076816,-7.449241,-182.918764,-0.857167,0
-2634.981288,1544.757586,-4.342081,-7.890715,-5980.111338,-1.372205,0
-803.995559,423.590966,-10.227197,-16.020914,-1508.099411,-0.857167,0
-82.774769,8.903930,-10.153633,-14.898483,-123.774221,-1.714335,1
-296.227927,137.159527,-14.056318,-25.386480,-945.952578,-4.116616,1
-533.151429,264.351295,-14.862540,-23.735420,-985.227358,-0.857167,0
-73.209474,0.823254,-13.979680,-17.266095,-103.202205,-5.143004,0
-144.626222,53.067833,-7.360823,-14.243306,-875.061747,-4.116616,0
-125.965637,36.022255,-17.732076,-25.511129,-208.633783,-3.428669,0
-117.871980,33.492362,-13.464642,-16.408928,-194.919106,-5.143004,1
-203.370768,87.198483,-10.006504,-12.653620,-362.923897,-3.428669,1
-222.280312,78.727716,-4.046740,-5.734907,-382.638745,-0.857167,0
68.356398,-79.571570,-10.742235,-16.878082,167.662662,-0.857167,0
-452.851421,233.601683,0.657015,-6.227941,-1339.425565,-3.432358,0
-376.548346,152.755168,-6.917271,-12.176552,-1023.421322,-1.372205,0
-4849.661430,2854.472266,-3.973176,-4.612475,-9363.180555,-1.714335,0
-259.109262,107.856582,-10.522538,-18.176723,-803.809895,-1.372205,0
-240.601343,79.236401,-3.016664,-4.020572,-409.210932,-0.857167,0
-31.637020,-50.988564,-12.287350,-19.449584,0.515038,-0.857167,0
-1765.672793,1013.091278,-16.334090,-25.184491,-3385.295800,-1.714335,0
-242.293938,102.419450,-8.682083,-13.449413,-431.497281,-0.857167,0
139.729184,-125.956566,-5.813631,-9.339786,-366.437851,-2.229373,0
-737.332928,376.536216,-16.260526,-24.062059,-1372.666978,-2.571502,0
-1101.354642,597.595795,-1.473628,-3.781088,-2265.905386,-2.744411,1
-23.396411,-37.273887,-8.682083,-13.449413,0.515038,-0.857167,0
-773.477118,409.920170,-3.238440,-5.053949,-2161.530153,-2.229373,0
-749.547418,414.207890,-10.742235,-16.878082,-1422.382681,-0.857167,0
-32.888230,-21.070927,-11.257273,-17.735249,-26.914316,-0.857167,0
-143.550936,40.755402,-15.745487,-23.204892,-237.777472,-2.571502,0
43.016836,-84.178793,-7.727650,-15.189527,-52.872324,-1.887243,0
106.241167,-97.668502,-7.214690,-16.664378,-455.932756,-3.774487,0
-108.453901,30.166676,-3.973176,-4.612475,-178.632928,-1.714335,0
-144.065886,32.898381,-10.006504,-12.653620,-231.777300,-3.428669,0
-1425.591017,825.082399,-5.518290,-7.183977,-2738.991655,-1.714335,0
-1835.057655,1046.615475,-1.913024,-1.183806,-3513.013728,-1.714335,1
-1149.596330,660.414694,-3.016664,-4.020572,-2204.119259,-0.857167,0
-168.935723,59.508021,-13.464642,-16.408928,-290.064677,-5.143004,0
-22.366335,-35.559553,-4.488214,-5.469643,0.515038,-1.714335,0
-200.868789,62.362475,-8.608519,-12.326981,-338.066046,-1.714335,0
-926.136672,499.314018,-10.153633,-14.898483,-1747.249088,-1.714335,0
-2429.943640,1407.558937,-5.003252,-6.326810,-4671.046751,-1.714335,0
-356.930173,187.632716,-8.682083,-13.449413,-668.075456,-0.857167,0
-20.306183,-32.130884,-4.488214,-5.469643,0.515038,-1.714335,0
-3631.278534,2144.559999,-7.727650,-15.189527,-7307.804022,-1.887243,0
-5003.514916,2936.417066,-13.832464,-22.021086,-9652.903102,-0.857167,1
-298.628706,144.435227,-9.492461,-16.462388,-905.132234,-1.372205,0
